YEAR,MONTH,DAY,HOUR,Clear Sky Surface Shortwave Downward Irradiance,All Sky Surface Shortwave Downward Irradiance,Temperature at 2 Meters (C),Wind Speed at 10 Meters (m/s), Relative Humidity at 2 Meters (%)
2018,6,27,10,878.15,422.9,33.22,5.57,47.16
2018,6,27,11,924.3,538.45,34.73,5.01,42.23
2018,6,27,12,901.4,540.38,35.9,4.3,38.31
2018,6,27,13,810.62,475.38,36.51,3.39,35.25
2018,6,27,14,659.22,372.52,36.52,3.02,34.67
2018,6,27,15,462.02,268.98,35.74,3.01,37.71
2018,6,27,16,245.35,122.8,34.41,2.89,43.38
2018,6,27,17,59.4,33.17,32.48,2.88,54.54
2018,6,27,18,0,0,31.14,3.14,63.22
2018,6,27,19,0,0,30.42,3.16,67.91
2018,6,27,20,0,0,29.83,3.12,71.67
2018,6,27,21,0,0,29.33,3.22,74.6
2018,6,27,22,0,0,28.83,3.49,76.34
2018,6,27,23,0,0,28.28,3.88,77.77
2018,6,28,0,0,0,27.79,4.32,79.14
2018,6,28,1,0,0,27.36,4.54,80.56
2018,6,28,2,0,0,27.01,4.4,81.68
2018,6,28,3,0,0,26.72,3.99,82.83
2018,6,28,4,0,0,26.46,3.56,84.04
2018,6,28,5,19.55,10.1,26.38,3.41,83.84
2018,6,28,6,163.68,101.93,26.85,3.57,80.59
2018,6,28,7,372.65,205.43,27.98,3.91,73.66
2018,6,28,8,577.55,330.92,29.51,4.68,65.11
2018,6,28,9,745.38,426.85,30.98,5.04,57.68
2018,6,28,10,857.72,445.42,32.1,4.63,52.99
2018,6,28,11,904.25,517.38,32.8,3.85,50.34
2018,6,28,12,881.55,461,33.15,3.23,48.58
2018,6,28,13,789.9,401.12,33.34,2.88,47.04
2018,6,28,14,638.4,304.45,33.5,2.73,45.81
2018,6,28,15,443.52,246.93,33.38,2.66,46.32
2018,6,28,16,231.88,123.38,32.67,2.19,50.63
2018,6,28,17,55.9,29.9,31.4,2.32,59.83
2018,6,28,18,0,0,30.39,3.17,65.46
2018,6,28,19,0,0,29.67,4.04,69.03
2018,6,28,20,0,0,29.17,4.51,72.29
2018,6,28,21,0,0,28.85,4.82,75.53
2018,6,28,22,0,0,28.58,4.84,77.8
2018,6,28,23,0,0,28.29,4.45,78.92
2018,6,29,0,0,0,27.98,3.92,79.2
2018,6,29,1,0,0,27.62,3.63,79.15
2018,6,29,2,0,0,27.27,3.63,78.83
2018,6,29,3,0,0,26.95,3.68,78.95
2018,6,29,4,0,0,26.74,3.85,78.7
2018,6,29,5,18.8,6.95,26.61,4.04,78.67
2018,6,29,6,159.12,64.03,26.81,4.2,77.31
2018,6,29,7,366.65,130.85,27.48,4.32,73.57
2018,6,29,8,573.38,220.43,28.57,4.52,66.73
2018,6,29,9,744.78,305.17,29.81,4.5,58.91
2018,6,29,10,860.28,365.17,30.81,4.17,52.87
2018,6,29,11,931.5,450.25,31.64,3.65,48.76
2018,6,29,12,908.92,488.23,32.42,3.05,46.35
2018,6,29,13,816.8,467.77,33.08,2.64,45
2018,6,29,14,664.6,451.12,33.51,2.54,43.59
2018,6,29,15,465.95,368,33.55,2.56,43.18
2018,6,29,16,247.23,192.18,33.12,2.76,44.39
2018,6,29,17,59.78,48.9,31.71,3.08,53.31
2018,6,29,18,0,0,30.08,4.02,60.83
2018,6,29,19,0,0,29.42,4.55,64.89
2018,6,29,20,0,0,29,4.92,69.05
2018,6,29,21,0,0,28.61,4.95,73.47
2018,6,29,22,0,0,28.36,4.6,76.8
2018,6,29,23,0,0,28.11,4.03,79.42
2018,6,30,0,0,0,27.88,3.64,81.03
2018,6,30,1,0,0,27.65,3.35,82.16
2018,6,30,2,0,0,27.38,2.56,84.1
2018,6,30,3,0,0,27.13,1.82,84.65
2018,6,30,4,0,0,26.87,1.49,84.09
2018,6,30,5,18.38,14.05,26.75,1.78,82.39
2018,6,30,6,157.27,90.05,27,2.79,78.34
2018,6,30,7,364.55,164.9,27.34,3.68,71.66
2018,6,30,8,572,136.27,27.87,4.28,63.42
2018,6,30,9,744.58,133.95,28.52,4.35,56.84
2018,6,30,10,861.67,271.7,29.1,4.17,53.44
2018,6,30,11,909.03,383.98,29.69,3.93,51.3
2018,6,30,12,889.17,392.55,30.44,3.4,48.64
2018,6,30,13,798.97,389.95,31.13,2.56,46.6
2018,6,30,14,648.53,390.12,31.39,1.61,47.05
2018,6,30,15,453.2,293.15,31.45,0.62,47.12
2018,6,30,16,238.8,142.95,31.28,0.85,47.58
2018,6,30,17,57.62,29.1,30.2,2.04,55.22
2018,6,30,18,0,0,29.11,3.32,57.88
2018,6,30,19,0,0,28.61,4.39,60.71
2018,6,30,20,0,0,28.2,4.6,64.93
2018,6,30,21,0,0,27.85,4.22,68.77
2018,6,30,22,0,0,27.57,3.66,72.19
2018,6,30,23,0,0,27.37,3.23,74.59
2018,7,1,0,0,0,27.16,2.95,76.67
2018,7,1,1,0,0,26.94,2.7,78.87
2018,7,1,2,0,0,26.66,2.43,81.18
2018,7,1,3,0,0,26.41,2.21,83.11
2018,7,1,4,0,0,26.22,2,84.39
2018,7,1,5,17.8,10.52,26.21,1.83,84.48
2018,7,1,6,152.5,93.62,26.86,2.18,79.14
2018,7,1,7,355.25,222.4,27.89,2.21,71.91
2018,7,1,8,558.1,359.9,29.4,1.93,61.86
2018,7,1,9,725.28,481.83,30.67,1.6,54.32
2018,7,1,10,838.03,540.15,31.59,1.45,50.34
2018,7,1,11,886.15,473.95,32.34,1.34,46.85
2018,7,1,12,867.45,511,32.74,1.24,46.09
2018,7,1,13,780.67,454.92,32.94,1.21,45.8
2018,7,1,14,634.5,317,32.98,1.38,46.14
2018,7,1,15,444.38,220.6,32.8,1.67,46.97
2018,7,1,16,236.38,113.6,32.35,2.09,48.69
2018,7,1,17,58.53,32.08,31.07,2.79,56.6
2018,7,1,18,0,0,29.46,3.67,65.02
2018,7,1,19,0,0,28.92,4.29,68.91
2018,7,1,20,0,0,28.46,4.22,73.86
2018,7,1,21,0,0,28.12,3.76,77.77
2018,7,1,22,0,0,27.89,3.28,80.44
2018,7,1,23,0,0,27.68,3.13,82.06
2018,7,2,0,0,0,27.46,3.24,83.02
2018,7,2,1,0,0,27.22,3.29,83.98
2018,7,2,2,0,0,26.99,3.05,84.95
2018,7,2,3,0,0,26.81,2.62,85.63
2018,7,2,4,0,0,26.65,2.22,85.86
2018,7,2,5,17.9,16.5,26.62,2.05,84.61
2018,7,2,6,156.32,147.27,27.19,2.45,78.08
2018,7,2,7,363.65,328.48,28.17,2.53,70.52
2018,7,2,8,570.22,483.75,29.83,2.5,59.88
2018,7,2,9,741.5,672.62,31.29,2,53.9
2018,7,2,10,857.95,839.55,32.42,1.47,50.92
2018,7,2,11,870.3,869.47,33.49,1.21,46.63
2018,7,2,12,920.15,867.45,34.32,1.36,43.76
2018,7,2,13,833.3,763.83,34.67,1.81,43.37
2018,7,2,14,687.47,617.2,34.63,2.38,43.87
2018,7,2,15,494.75,412.17,34.36,3.01,44.63
2018,7,2,16,276.23,216.98,33.68,3.71,46.85
2018,7,2,17,72.25,52.7,32.18,4.16,54.66
2018,7,2,18,0,0,30.53,4.89,63.5
2018,7,2,19,0,0,29.78,5.14,69.35
2018,7,2,20,0,0,29.23,4.66,74.58
2018,7,2,21,0,0,28.72,4.03,78.9
2018,7,2,22,0,0,28.24,3.77,82.45
2018,7,2,23,0,0,27.72,3.84,85.71
2018,7,3,0,0,0,27.24,4.11,87.95
2018,7,3,1,0,0,26.76,4.33,89.7
2018,7,3,2,0,0,26.41,4.47,90
2018,7,3,3,0,0,26.12,4.41,89.71
2018,7,3,4,0,0,25.86,4.05,89.73
2018,7,3,5,20.92,9.73,25.77,3.82,89.33
2018,7,3,6,190.68,153.85,25.99,4.16,86.75
2018,7,3,7,413.65,319.58,26.24,4.42,84.15
2018,7,3,8,622.5,458.5,26.81,4.32,79.66
2018,7,3,9,792.33,599.58,28.03,4.15,71.28
2018,7,3,10,906.47,722.72,29.53,3.7,63.21
2018,7,3,11,955.03,704.67,30.93,3.02,56.95
2018,7,3,12,935.92,746.45,32.01,2.27,53.55
2018,7,3,13,848.2,671.28,32.81,1.83,50.04
2018,7,3,14,700.22,531.55,33.19,1.57,47.28
2018,7,3,15,504.73,410.2,33.03,1.55,48.41
2018,7,3,16,282.52,205.98,32.51,1.99,52.06
2018,7,3,17,73.9,56.55,30.98,2.9,63.46
2018,7,3,18,0,0,29.24,3.97,71.94
2018,7,3,19,0,0,28.53,4.51,76.39
2018,7,3,20,0,0,28.07,4.51,80.42
2018,7,3,21,0,0,27.73,4.19,83.22
2018,7,3,22,0,0,27.54,3.81,84.79
2018,7,3,23,0,0,27.32,3.45,85.67
2018,7,4,0,0,0,27.08,3.38,85.39
2018,7,4,1,0,0,26.78,3.4,84.68
2018,7,4,2,0,0,26.45,3.32,84.32
2018,7,4,3,0,0,26.1,3.12,84.12
2018,7,4,4,0,0,25.78,2.98,84.19
2018,7,4,5,19.38,9.62,25.59,3.16,83.94
2018,7,4,6,177.35,86.85,26.1,3.88,79.73
2018,7,4,7,395.75,196.23,27.09,3.73,74.22
2018,7,4,8,604.5,314.55,29.16,4.42,62.54
2018,7,4,9,774.9,435.62,31.3,4.43,53.18
2018,7,4,10,889.28,504.83,32.89,4.17,47.41
2018,7,4,11,937.12,504.33,33.96,4.25,42.71
2018,7,4,12,917.5,552.08,34.8,4.25,39.21
2018,7,4,13,828.62,498.58,35.37,4.14,36.93
2018,7,4,14,679.28,415.75,35.56,3.79,35.93
2018,7,4,15,482.92,293.52,35.22,3.29,36.93
2018,7,4,16,262.88,148.5,34.1,2.58,43.46
2018,7,4,17,65.75,42.33,31.83,2.59,59.02
2018,7,4,18,0,0,30.18,3.14,66.95
2018,7,4,19,0,0,29.58,3.43,71.1
2018,7,4,20,0,0,29.17,3.35,74.44
2018,7,4,21,0,0,28.78,3.17,76.92
2018,7,4,22,0,0,28.32,3.03,78.91
2018,7,4,23,0,0,27.82,3.12,80.23
2018,7,5,0,0,0,27.35,3.24,80.85
2018,7,5,1,0,0,26.88,3.22,81.58
2018,7,5,2,0,0,26.44,3.32,81.89
2018,7,5,3,0,0,26.02,3.35,82.19
2018,7,5,4,0,0,25.59,3.36,83.06
2018,7,5,5,17.45,15.98,25.44,3.52,82.93
2018,7,5,6,160.32,142.18,26.27,4,77.54
2018,7,5,7,371.73,326.4,28.06,4.82,68.39
2018,7,5,8,580.25,513.97,30.13,5.4,58.5
2018,7,5,9,752.78,727.85,31.89,5.22,50.6
2018,7,5,10,869.58,832.65,33.24,4.54,46.45
2018,7,5,11,933.78,925.15,34.28,4.11,42.94
2018,7,5,12,827,826.7,35.06,3.77,39.95
2018,7,5,13,819.58,790.33,35.66,3.42,37.42
2018,7,5,14,621.75,621.38,35.81,2.96,36.79
2018,7,5,15,470.2,459.65,35.47,2.59,38.98
2018,7,5,16,252.3,240.55,34.41,2.81,44.81
2018,7,5,17,62.47,58.08,32.11,3.64,60.09
2018,7,5,18,0,0,30.52,4.38,67.76
2018,7,5,19,0,0,29.89,4.35,72.03
2018,7,5,20,0,0,29.45,3.94,74.62
2018,7,5,21,0,0,29.12,3.32,75.76
2018,7,5,22,0,0,28.75,2.88,76.8
2018,7,5,23,0,0,28.36,2.79,77.01
2018,7,6,0,0,0,27.95,2.77,77.16
2018,7,6,1,0,0,27.62,2.86,77.1
2018,7,6,2,0,0,27.27,3.07,76.98
2018,7,6,3,0,0,26.89,3.13,77.29
2018,7,6,4,0,0,26.51,2.96,78.33
2018,7,6,5,17.8,14.68,26.41,2.97,78.18
2018,7,6,6,164.3,128.62,27.16,3.71,71.93
2018,7,6,7,377.4,269.83,28.52,5.11,65.11
2018,7,6,8,584.83,397.1,30.47,6.39,56.86
2018,7,6,9,754.92,527.12,32.5,6.75,50.47
2018,7,6,10,869.45,617.7,34.09,6.67,46.36
2018,7,6,11,907.22,656.22,34.94,6.69,43.98
2018,7,6,12,885.75,599.78,35.39,6.87,42.36
2018,7,6,13,794.3,515.03,35.45,7.06,41.44
2018,7,6,14,641.58,406.92,35.11,6.97,41.71
2018,7,6,15,443.45,305.75,34.63,6.62,42.65
2018,7,6,16,229.68,150.95,33.86,5.64,45.13
2018,7,6,17,56.33,34.85,32.17,3.83,53.86
2018,7,6,18,0,0,30.55,3.11,61.77
2018,7,6,19,0,0,29.68,2.79,65.58
2018,7,6,20,0,0,28.94,2.49,69.39
2018,7,6,21,0,0,28.4,2.39,71.94
2018,7,6,22,0,0,28.01,2.45,73.01
2018,7,6,23,0,0,27.65,2.61,72.77
2018,7,7,0,0,0,27.29,2.66,72.98
2018,7,7,1,0,0,26.94,2.75,73.44
2018,7,7,2,0,0,26.63,3.02,74.22
2018,7,7,3,0,0,26.34,3.26,75.91
2018,7,7,4,0,0,26.1,3.46,77.75
2018,7,7,5,15.88,6.5,25.99,3.62,79.03
2018,7,7,6,145.57,60.15,26.75,4.35,75.02
2018,7,7,7,349.55,132.38,28,5.06,69.3
2018,7,7,8,557.2,204.35,29.9,5.94,61.44
2018,7,7,9,730.17,283.48,31.7,6.06,54.13
2018,7,7,10,847.58,326.8,33.02,5.93,48.37
2018,7,7,11,898.15,351.27,33.85,5.99,44.37
2018,7,7,12,878.12,409.83,34.32,5.98,42.36
2018,7,7,13,789.25,381.35,34.37,6,42.27
2018,7,7,14,639.67,319.9,34.05,6.2,43.66
2018,7,7,15,444.95,230.2,33.52,6.35,45.78
2018,7,7,16,233.15,118.07,32.84,5.86,48.96
2018,7,7,17,57.2,33.47,31.44,4.49,56.32
2018,7,7,18,0,0,29.95,3.71,64.32
2018,7,7,19,0,0,29.35,3.3,67.6
2018,7,7,20,0,0,28.84,2.93,70.17
2018,7,7,21,0,0,28.51,2.9,70.93
2018,7,7,22,0,0,28.19,4.01,69.73
2018,7,7,23,0,0,27.64,5.53,71.63
2018,7,8,0,0,0,27.1,6.36,74.58
2018,7,8,1,0,0,26.58,6.13,77.63
2018,7,8,2,0,0,26.18,5.18,80.36
2018,7,8,3,0,0,25.99,4.8,82.04
2018,7,8,4,0,0,25.84,4.91,82.94
2018,7,8,5,15.8,6.88,25.77,4.76,83.29
2018,7,8,6,146.48,91.45,26.45,4.95,79.61
2018,7,8,7,350.6,201.27,27.85,5.27,72.18
2018,7,8,8,557.28,327.15,29.63,6.51,63.13
2018,7,8,9,730.12,435.5,31.32,7.31,54.09
2018,7,8,10,848.75,494.55,32.81,8.09,45.98
2018,7,8,11,919.03,567.55,34.17,8.34,40.42
2018,7,8,12,896.72,521.35,35.22,8.27,37.72
2018,7,8,13,804.5,448.77,35.45,8.36,37.53
2018,7,8,14,649.92,394.55,35.27,8.43,38.36
2018,7,8,15,447.98,257.67,34.74,7.97,39.92
2018,7,8,16,229.43,116.82,33.62,6.8,43.58
2018,7,8,17,55.25,31.95,31.91,4.8,51.21
2018,7,8,18,0,0,30.32,4.05,59.34
2018,7,8,19,0,0,29.72,4.23,61.48
2018,7,8,20,0,0,29.15,4,63.6
2018,7,8,21,0,0,28.62,3.7,65.67
2018,7,8,22,0,0,28.16,3.78,66.61
2018,7,8,23,0,0,27.65,3.85,68.28
2018,7,9,0,0,0,27.14,3.84,70.96
2018,7,9,1,0,0,26.76,3.87,73.34
2018,7,9,2,0,0,26.53,4.22,74.78
2018,7,9,3,0,0,26.37,4.46,75.88
2018,7,9,4,0,0,26.12,4.18,77.7
2018,7,9,5,16,3.95,26.15,3.89,78.5
2018,7,9,6,151.88,79.57,27.3,4.61,72.22
2018,7,9,7,361.83,134.15,28.73,5.66,63.92
2018,7,9,8,571.12,268.65,30.4,6.83,54.16
2018,7,9,9,744.67,359.95,32.01,7.37,47.75
2018,7,9,10,862.25,496.2,33.5,7.37,43.85
2018,7,9,11,911.53,509.85,34.73,7.11,41.11
2018,7,9,12,891.22,456.52,35.55,6.88,39.3
2018,7,9,13,799.5,480.35,35.34,6.51,39.86
2018,7,9,14,643.97,333.8,34.57,6.2,42.27
2018,7,9,15,436.42,250.4,33.77,6.13,45.15
2018,7,9,16,214.48,113.32,32.89,5.87,49.1
2018,7,9,17,52.03,27.58,31.56,5.53,55.2
2018,7,9,18,0,0,30.49,5.77,59.76
2018,7,9,19,0,0,29.85,6.17,63.05
2018,7,9,20,0,0,29.24,6.1,66.94
2018,7,9,21,0,0,28.65,5.8,71.43
2018,7,9,22,0,0,28.09,6.17,74.96
2018,7,9,23,0,0,27.57,6.98,76.97
2018,7,10,0,0,0,27.08,6.97,79.06
2018,7,10,1,0,0,26.64,6.69,81.4
2018,7,10,2,0,0,26.28,6.19,83.49
2018,7,10,3,0,0,25.99,5.34,85.34
2018,7,10,4,0,0,25.78,4.75,86.98
2018,7,10,5,15.62,6.45,25.75,4.72,87.63
2018,7,10,6,150.77,86.2,26.22,5.05,85.32
2018,7,10,7,360.77,201.9,27.31,4.97,79.09
2018,7,10,8,571.67,323.95,29.02,4.98,66.34
2018,7,10,9,746.4,447.17,30.56,5.35,55.06
2018,7,10,10,865.58,531.8,31.56,5.82,51.08
2018,7,10,11,916.75,579.2,32.39,5.99,49.97
2018,7,10,12,900.45,546.45,32.92,5.96,50
2018,7,10,13,813.78,516.22,33.01,5.99,50.99
2018,7,10,14,665.55,412.23,32.8,6.2,51.97
2018,7,10,15,470.52,284.42,32.73,6.38,51.68
2018,7,10,16,253.15,147,32.29,5.69,53.47
2018,7,10,17,63.33,37.95,30.7,4.67,62.42
2018,7,10,18,0,0,29.4,4.92,67.11
2018,7,10,19,0,0,28.95,5.67,67.67
2018,7,10,20,0,0,28.5,6.26,68.57
2018,7,10,21,0,0,27.96,6.35,70.12
2018,7,10,22,0,0,27.45,6.25,71.55
2018,7,10,23,0,0,26.92,5.78,73.38
2018,7,11,0,0,0,26.32,5.15,76.21
2018,7,11,1,0,0,25.73,4.46,79.42
2018,7,11,2,0,0,25.36,4.04,81.53
2018,7,11,3,0,0,25.09,3.83,82.96
2018,7,11,4,0,0,24.83,3.62,84.42
2018,7,11,5,16,8.7,24.79,3.57,85.22
2018,7,11,6,155.6,107.12,25.5,4.29,81.93
2018,7,11,7,366.38,220.07,26.9,4.91,75.77
2018,7,11,8,574.53,333.6,28.88,6.29,66.26
2018,7,11,9,746.95,448.5,30.66,6.66,57.15
2018,7,11,10,863.92,517.65,32.21,6.36,50.73
2018,7,11,11,913.05,566.17,33.42,6.08,47.16
2018,7,11,12,891.17,541.47,34.25,6.36,45.07
2018,7,11,13,794.6,502.9,34.42,7,45.12
2018,7,11,14,636.67,409.42,33.72,7.39,47.71
2018,7,11,15,430.35,246.12,32.89,7.51,50.7
2018,7,11,16,220.88,108.55,32.07,7.22,53.62
2018,7,11,17,55.88,19.75,30.72,5.52,60.34
2018,7,11,18,0,0,29.3,4.81,68.47
2018,7,11,19,0,0,28.74,5.66,70.64
2018,7,11,20,0,0,28.21,6.15,73.23
2018,7,11,21,0,0,27.62,5.46,77.49
2018,7,11,22,0,0,27.12,4.78,80.97
2018,7,11,23,0,0,26.66,4.62,83.41
2018,7,12,0,0,0,26.25,4.98,85.25
2018,7,12,1,0,0,25.86,5.32,86.44
2018,7,12,2,0,0,25.53,5.24,86.96
2018,7,12,3,0,0,25.27,4.77,87.54
2018,7,12,4,0,0,25.08,4.17,88.34
2018,7,12,5,15.45,8.32,25.12,4.17,88.04
2018,7,12,6,154.45,97.07,25.86,4.91,83.57
2018,7,12,7,368.17,217.75,27.25,5.71,76.35
2018,7,12,8,579.95,287.25,29.17,7.15,66.28
2018,7,12,9,754.8,384.12,30.78,7.76,58.76
2018,7,12,10,873.38,469.88,32.17,7.62,53.48
2018,7,12,11,933.17,432.75,33.31,7.2,50.1
2018,7,12,12,910.55,455.12,34.25,7.12,47.68
2018,7,12,13,817.65,431.08,34.67,7.3,46.62
2018,7,12,14,660,399.4,34.4,7.31,47.36
2018,7,12,15,453.58,315.85,33.89,7.07,48.59
2018,7,12,16,231.8,166.18,33.17,6.34,50.93
2018,7,12,17,57.58,41.78,31.62,4.48,59.26
2018,7,12,18,0,0,30.12,3.41,68.34
2018,7,12,19,0,0,29.55,2.87,72.48
2018,7,12,20,0,0,29.13,2.66,74.88
2018,7,12,21,0,0,28.71,2.85,75.42
2018,7,12,22,0,0,28.31,3.28,75.31
2018,7,12,23,0,0,27.9,3.94,74.93
2018,7,13,0,0,0,27.48,4.35,75.09
2018,7,13,1,0,0,27.02,4.32,76.01
2018,7,13,2,0,0,26.63,4.43,76.86
2018,7,13,3,0,0,26.31,4.64,77.83
2018,7,13,4,0,0,26.03,4.76,79.11
2018,7,13,5,16.33,9.32,25.88,4.74,80.29
2018,7,13,6,164.57,112.6,26.47,5.15,77.41
2018,7,13,7,380.1,254.57,27.76,5.95,71.22
2018,7,13,8,588.22,403.7,29.55,7.11,63.18
2018,7,13,9,758.78,537.85,31.36,7.66,56.02
2018,7,13,10,873.62,634.22,32.9,7.78,51.06
2018,7,13,11,920,591.38,33.85,7.88,48.11
2018,7,13,12,899.85,552.28,34.25,8.29,45.9
2018,7,13,13,810,478.67,33.98,8.83,45.49
2018,7,13,14,655.25,443.95,33.28,8.94,46.98
2018,7,13,15,450.15,266.23,32.41,8.71,49.5
2018,7,13,16,237.8,140.75,31.29,7.83,53.79
2018,7,13,17,60.5,33.72,29.8,6.27,61.16
2018,7,13,18,0,0,28.43,5.41,67.46
2018,7,13,19,0,0,27.7,5.19,70.69
2018,7,13,20,0,0,27.2,5.34,72.59
2018,7,13,21,0,0,26.79,5.35,74.41
2018,7,13,22,0,0,26.48,5.47,76.24
2018,7,13,23,0,0,26.21,5.57,78.44
2018,7,14,0,0,0,25.96,5.62,80.78
2018,7,14,1,0,0,25.75,5.48,82.84
2018,7,14,2,0,0,25.54,5.08,84.52
2018,7,14,3,0,0,25.43,4.68,85.51
2018,7,14,4,0,0,25.34,4.34,86.28
2018,7,14,5,14.98,11.93,25.39,4.34,86.54
2018,7,14,6,150.43,139.85,26.24,4.93,82.44
2018,7,14,7,364.38,303.5,27.97,5.95,73.85
2018,7,14,8,576.12,473.1,29.94,7.13,64.93
2018,7,14,9,750.8,673.6,31.68,7.34,57.06
2018,7,14,10,869.33,765.55,33.12,7.27,50.19
2018,7,14,11,925.15,800.75,34.2,7.35,45.25
2018,7,14,12,904.62,717.9,34.77,7.33,43.06
2018,7,14,13,815.88,578.7,34.81,7.3,43.07
2018,7,14,14,666.88,370.67,34.34,7.31,44.97
2018,7,14,15,471.75,239.1,33.69,7.38,47.71
2018,7,14,16,254.85,125.95,32.71,7.09,51.73
2018,7,14,17,64.22,26.42,31.13,5.79,59.04
2018,7,14,18,0,0,29.65,5.21,66.42
2018,7,14,19,0,0,28.91,5.67,69.59
2018,7,14,20,0,0,28.28,5.61,72.63
2018,7,14,21,0,0,27.83,5.42,75.11
2018,7,14,22,0,0,27.51,5.52,76.94
2018,7,14,23,0,0,27.25,5.59,78.46
2018,7,15,0,0,0,27.02,5.36,79.77
2018,7,15,1,0,0,26.81,4.94,80.98
2018,7,15,2,0,0,26.63,4.84,81.86
2018,7,15,3,0,0,26.43,4.86,82.69
2018,7,15,4,0,0,26.17,4.84,83.81
2018,7,15,5,15.35,9.2,26.09,4.82,84.07
2018,7,15,6,156.65,95.43,27.12,5.47,78.8
2018,7,15,7,371.33,235.35,29.19,6.5,68.27
2018,7,15,8,581.95,318.17,31.13,7.48,58.92
2018,7,15,9,755.38,452.05,32.64,7.7,52.39
2018,7,15,10,873.25,509.1,33.94,7.53,47.94
2018,7,15,11,923.42,550.1,34.96,7.5,45.06
2018,7,15,12,902.75,537.35,35.67,7.6,43.17
2018,7,15,13,812.45,393.92,35.92,7.61,42.54
2018,7,15,14,660.05,320.8,35.81,7.36,42.88
2018,7,15,15,461.2,218.48,35.41,6.82,43.98
2018,7,15,16,242.18,110.72,34.6,5.85,46.7
2018,7,15,17,59.83,28.05,32.9,4.18,54.89
2018,7,15,18,0,0,31.49,4.11,60.55
2018,7,15,19,0,0,30.96,5.09,60.69
2018,7,15,20,0,0,30.43,5.74,61.51
2018,7,15,21,0,0,29.82,6.08,62.84
2018,7,15,22,0,0,29.05,6.29,65.16
2018,7,15,23,0,0,28.35,6.43,67.35
2018,7,16,0,0,0,27.87,6.62,68.25
2018,7,16,1,0,0,27.28,6.08,71.25
2018,7,16,2,0,0,26.79,5.62,74.51
2018,7,16,3,0,0,26.43,5.36,77.45
2018,7,16,4,0,0,26.17,5.35,79.85
2018,7,16,5,14.25,14,26.17,5.8,80.79
2018,7,16,6,142.35,139,27.02,6.69,77.03
2018,7,16,7,346.92,323.5,28.58,7.8,68.82
2018,7,16,8,554.33,493.7,30.26,8.97,60.27
2018,7,16,9,727.35,700.17,32.02,9.37,53.02
2018,7,16,10,845,819.97,33.61,9.3,47.45
2018,7,16,11,928.95,846.55,34.71,9.07,44.42
2018,7,16,12,907.08,720.85,35.5,8.99,42.55
2018,7,16,13,815.2,576.78,35.77,9,42.02
2018,7,16,14,661.75,346.27,35.58,8.95,42.45
2018,7,16,15,461.77,304.83,35.01,8.74,43.69
2018,7,16,16,243.4,156.12,34.15,8.2,45.82
2018,7,16,17,59.9,46,32.74,6.94,50.42
2018,7,16,18,0,0,31.19,6.32,55.83
2018,7,16,19,0,0,30.33,6.51,58.33
2018,7,16,20,0,0,29.58,6.5,60.42
2018,7,16,21,0,0,28.87,6.47,62.26
2018,7,16,22,0,0,28.2,6.34,64.23
2018,7,16,23,0,0,27.65,6.01,66.16
2018,7,17,0,0,0,27.25,5.71,67.56
2018,7,17,1,0,0,26.87,5.13,69.45
2018,7,17,2,0,0,26.55,4.83,71.58
2018,7,17,3,0,0,26.3,4.71,73.85
2018,7,17,4,0,0,26.1,4.63,75.74
2018,7,17,5,13.4,12.5,26.07,4.79,76.19
2018,7,17,6,133.88,118.57,26.91,5.65,71.45
2018,7,17,7,333.27,274.3,28.41,6.81,63.65
2018,7,17,8,540.85,473.62,30.18,8.07,55.86
2018,7,17,9,716.72,643.97,32.08,8.57,50.01
2018,7,17,10,838.1,738,33.92,8.63,45.81
2018,7,17,11,934.42,862.35,35.22,8.55,43.15
2018,7,17,12,906.9,715.47,35.92,8.46,41.52
2018,7,17,13,811.25,680.03,36.14,8.26,40.9
2018,7,17,14,656.78,500.05,36.01,7.87,41.21
2018,7,17,15,458.42,322.27,35.54,7.35,42.54
2018,7,17,16,242.75,153.73,34.59,6.35,45.74
2018,7,17,17,60.03,39.12,32.86,4.73,53.44
2018,7,17,18,0,0,31.53,4.38,59.43
2018,7,17,19,0,0,30.91,4.7,61.28
2018,7,17,20,0,0,30.42,5.44,61.83
2018,7,17,21,0,0,29.93,6.01,62.53
2018,7,17,22,0,0,29.26,6.35,64.6
2018,7,17,23,0,0,28.65,6.68,66.61
2018,7,18,0,0,0,28.05,6.4,69.02
2018,7,18,1,0,0,27.52,5.92,71.37
2018,7,18,2,0,0,27.08,5.46,73.59
2018,7,18,3,0,0,26.73,5.15,75.39
2018,7,18,4,0,0,26.45,4.83,77
2018,7,18,5,14,11.9,26.28,4.69,78.14
2018,7,18,6,142.52,121.9,26.93,5.21,74.86
2018,7,18,7,343.05,267.38,28.2,6.73,67.83
2018,7,18,8,543.58,458.52,29.68,7.5,59.52
2018,7,18,9,710.25,614.8,31.42,7.36,52.24
2018,7,18,10,822.7,762.12,32.78,7.16,47.71
2018,7,18,11,923.7,834.9,33.68,6.97,45.23
2018,7,18,12,894.95,773.83,34.43,6.77,43.36
2018,7,18,13,795.55,638.88,35.03,6.61,41.93
2018,7,18,14,634.9,453.77,35.42,6.51,41.06
2018,7,18,15,432.05,267,35.34,6.37,41.41
2018,7,18,16,219.55,135.6,34.69,5.57,43.93
2018,7,18,17,53.12,36.8,32.86,3.89,53.47
2018,7,18,18,0,0,31.4,3.78,60.22
