YEAR,MONTH,DAY,HOUR,Clear Sky Surface Shortwave Downward Irradiance,All Sky Surface Shortwave Downward Irradiance,Temperature at 2 Meters (C),Wind Speed at 10 Meters (m/s), Relative Humidity at 2 Meters (%)
2014,1,22,11,833.95,801.72,29.1,5.65,50.25
2014,1,22,12,824.67,791.85,29.15,5.71,49.69
2014,1,22,13,711.28,705.2,28.81,5.7,50.34
2014,1,22,14,588.65,568.65,28.17,5.78,51.72
2014,1,22,15,385.65,371.05,27.42,5.84,53.38
2014,1,22,16,162.38,155.25,26.32,5.7,56.83
2014,1,22,17,10.95,10.75,24.72,4.53,64.49
2014,1,22,18,0,0,23.74,4.08,69.27
2014,1,22,19,0,0,23.2,3.89,71.2
2014,1,22,20,0,0,22.77,3.78,72.66
2014,1,22,21,0,0,22.39,3.75,74.07
2014,1,22,22,0,0,22.07,3.71,75.27
2014,1,22,23,0,0,21.8,3.66,76.31
2014,1,23,0,0,0,21.56,3.61,77.14
2014,1,23,1,0,0,21.32,3.55,77.98
2014,1,23,2,0,0,21.17,3.46,78.47
2014,1,23,3,0,0,21.09,3.42,78.79
2014,1,23,4,0,0,21.03,3.42,79.1
2014,1,23,5,0,0,21.05,3.43,79.37
2014,1,23,6,39.62,36.58,22.05,3.23,77.5
2014,1,23,7,239.3,209.93,24.54,4.13,64.87
2014,1,23,8,463.6,416.5,26.21,4.57,57.41
2014,1,23,9,651.05,594.42,27.51,4.51,52.92
2014,1,23,10,781.1,719.05,28.52,4.5,49.62
2014,1,23,11,845.95,786.65,29.14,4.6,47.42
2014,1,23,12,834.83,740.35,29.41,4.78,46.11
2014,1,23,13,749.38,636.95,29.34,5.05,45.93
2014,1,23,14,595.67,554.2,28.9,5.26,46.84
2014,1,23,15,392.77,362.67,28.1,5.43,48.82
2014,1,23,16,166,153.23,26.86,5.45,52.74
2014,1,23,17,11.45,11.18,24.8,4.36,62.59
2014,1,23,18,0,0,23.91,4.28,66.89
2014,1,23,19,0,0,23.36,4.07,68.76
2014,1,23,20,0,0,22.81,3.79,70.84
2014,1,23,21,0,0,22.35,3.63,72.61
2014,1,23,22,0,0,21.94,3.52,74.17
2014,1,23,23,0,0,21.57,3.42,75.63
2014,1,24,0,0,0,21.24,3.33,76.92
2014,1,24,1,0,0,20.97,3.2,77.83
2014,1,24,2,0,0,20.76,3.02,78.47
2014,1,24,3,0,0,20.63,2.81,78.84
2014,1,24,4,0,0,20.52,2.62,79.26
2014,1,24,5,0,0,20.42,2.45,79.74
2014,1,24,6,39.7,37.7,21.47,2.25,78.38
2014,1,24,7,239,214.98,23.97,2.56,66.29
2014,1,24,8,463.52,421.1,26.05,2.98,58.06
2014,1,24,9,655.33,604.67,27.43,3.17,53.17
2014,1,24,10,789.6,718.15,28.53,3.42,49.58
2014,1,24,11,848.58,766.03,29.27,3.76,47.09
2014,1,24,12,836.55,748.8,29.65,4.18,45.9
2014,1,24,13,748.17,651.45,29.66,4.69,46.08
2014,1,24,14,593.03,522.72,29.21,5.24,47.78
2014,1,24,15,387.15,335.73,28.33,5.66,51.07
2014,1,24,16,162.5,141.75,26.95,5.87,57.01
2014,1,24,17,11.35,11,25.05,5.31,67.27
2014,1,24,18,0,0,24.08,5.22,74.34
2014,1,24,19,0,0,23.54,4.86,78.84
2014,1,24,20,0,0,23.14,4.57,81.87
2014,1,24,21,0,0,22.78,4.35,84.35
2014,1,24,22,0,0,22.45,4.15,86.53
2014,1,24,23,0,0,22.14,4.01,88.3
2014,1,25,0,0,0,21.91,3.91,89.29
2014,1,25,1,0,0,21.91,3.75,88.7
2014,1,25,2,0,0,21.88,3.48,87.93
2014,1,25,3,0,0,21.9,3.26,86.68
2014,1,25,4,0,0,21.8,3.11,85.98
2014,1,25,5,0,0,21.76,3,85.03
2014,1,25,6,37.6,36.22,22.71,2.88,81.14
2014,1,25,7,229.4,217.55,24.68,3.71,69.3
2014,1,25,8,449.77,432.38,25.99,4.02,62.2
2014,1,25,9,641.83,616.1,27.17,4.33,56.45
2014,1,25,10,776.95,749.42,28.21,4.78,52.08
2014,1,25,11,833.65,806.42,28.92,5.21,49.52
2014,1,25,12,819.97,719.6,29.24,5.59,48.4
2014,1,25,13,731.1,701.15,29.15,5.9,48.76
2014,1,25,14,575.83,528.9,28.68,6.26,50.29
2014,1,25,15,371.58,327.05,27.8,6.54,53.32
2014,1,25,16,152.85,137.9,26.51,6.49,58.42
2014,1,25,17,11.07,10.75,24.75,5.3,67.29
2014,1,25,18,0,0,23.8,4.7,73.61
2014,1,25,19,0,0,23.24,4.3,77.54
2014,1,25,20,0,0,22.75,4.02,80.66
2014,1,25,21,0,0,22.34,3.78,82.92
2014,1,25,22,0,0,21.98,3.57,84.61
2014,1,25,23,0,0,21.76,3.39,85.35
2014,1,26,0,0,0,21.62,3.25,85.49
2014,1,26,1,0,0,21.48,3.18,85.51
2014,1,26,2,0,0,21.32,3.21,85.84
2014,1,26,3,0,0,21.21,3.29,86.33
2014,1,26,4,0,0,21.11,3.39,87.03
2014,1,26,5,0,0,21.03,3.48,87.57
2014,1,26,6,36.35,34.88,22.15,3.88,82.31
2014,1,26,7,222.8,202.05,24.38,5.15,70.68
2014,1,26,8,441.67,409.05,26,5.85,62.98
2014,1,26,9,632.45,608.4,27.22,6.41,57.94
2014,1,26,10,767.67,736.95,28.18,6.86,54.29
2014,1,26,11,819.33,763.92,28.74,7.25,52.34
2014,1,26,12,807.28,740.67,28.93,7.57,51.23
2014,1,26,13,721.3,672.17,28.74,7.78,51.43
2014,1,26,14,569.33,542.25,28.24,7.79,52.67
2014,1,26,15,368.12,344.58,27.41,7.63,55.37
2014,1,26,16,152.05,141.73,26.22,7.24,59.87
2014,1,26,17,11.3,10.8,24.69,5.85,67.35
2014,1,26,18,0,0,23.97,5.32,71.82
2014,1,26,19,0,0,23.59,5.09,73.32
2014,1,26,20,0,0,23.25,4.81,74.71
2014,1,26,21,0,0,22.98,4.63,76.34
2014,1,26,22,0,0,22.75,4.5,77.95
2014,1,26,23,0,0,22.76,4.45,78.62
2014,1,27,0,0,0,22.72,4.37,79.39
2014,1,27,1,0,0,22.57,4.3,80.24
2014,1,27,2,0,0,22.41,4.24,80.83
2014,1,27,3,0,0,22.32,4.24,80.76
2014,1,27,4,0,0,22.19,4.24,80.67
2014,1,27,5,0,0,22.24,4.23,79.77
2014,1,27,6,37.95,37.03,23.34,4.61,74.52
2014,1,27,7,232.38,211.95,25.34,5.97,63.84
2014,1,27,8,456.42,413.05,26.83,6.46,56.41
2014,1,27,9,649.25,574.6,28,6.4,52.04
2014,1,27,10,786.38,650.72,28.88,6.5,49.65
2014,1,27,11,867.72,688.88,29.38,6.75,48.49
2014,1,27,12,854.28,725.12,29.53,6.8,48.37
2014,1,27,13,764.33,651.6,29.28,6.84,49.26
2014,1,27,14,607.08,579.62,28.75,7,50.61
2014,1,27,15,398.7,382.33,27.94,7.05,52.77
2014,1,27,16,170.35,164.8,26.72,6.82,56.75
2014,1,27,17,12.85,12.65,25.08,5.67,64.07
2014,1,27,18,0,0,24.34,5.43,68.38
2014,1,27,19,0,0,23.98,5.35,70.08
2014,1,27,20,0,0,23.61,4.97,71.25
2014,1,27,21,0,0,23.37,4.65,71.29
2014,1,27,22,0,0,23.11,4.45,71.43
2014,1,27,23,0,0,22.8,4.36,72.05
2014,1,28,0,0,0,22.52,4.26,73.48
2014,1,28,1,0,0,22.29,4.13,75.25
2014,1,28,2,0,0,22.1,3.99,77.06
2014,1,28,3,0,0,22.02,3.75,78.12
2014,1,28,4,0,0,21.99,3.61,78.3
2014,1,28,5,0,0,22.04,3.62,77.79
2014,1,28,6,42.78,35.75,22.94,3.73,73.87
2014,1,28,7,251.55,199.6,24.72,4.72,63.4
2014,1,28,8,481,415.85,26.08,4.8,56.81
2014,1,28,9,675.8,562,27.39,4.78,52.25
2014,1,28,10,811.65,727.67,28.46,5.14,48.76
2014,1,28,11,871.92,784.97,29.14,5.71,46.59
2014,1,28,12,861.1,777.2,29.4,6.25,45.14
2014,1,28,13,774.65,665.1,29.25,6.66,45.21
2014,1,28,14,620.47,551.97,28.68,6.96,47.18
2014,1,28,15,413.8,348.42,27.73,7.02,51.11
2014,1,28,16,182.9,149.45,26.41,6.82,57.11
2014,1,28,17,14.27,13.05,24.76,5.68,66.09
2014,1,28,18,0,0,23.98,5.22,71.78
2014,1,28,19,0,0,23.59,4.98,74.58
2014,1,28,20,0,0,23.18,4.65,76.7
2014,1,28,21,0,0,22.73,4.19,78.72
2014,1,28,22,0,0,22.48,3.92,79.61
2014,1,28,23,0,0,22.27,3.75,80.02
2014,1,29,0,0,0,22.06,3.67,80.16
2014,1,29,1,0,0,21.81,3.64,80.25
2014,1,29,2,0,0,21.65,3.61,79.79
2014,1,29,3,0,0,21.44,3.54,79.32
2014,1,29,4,0,0,21.25,3.45,78.94
2014,1,29,5,0,0,21.07,3.41,78.58
2014,1,29,6,44.55,42.85,22.33,3.26,73.87
2014,1,29,7,257.2,235.7,25.03,4.26,59.77
2014,1,29,8,486.77,445.5,26.59,4.67,53.1
2014,1,29,9,680.75,639.53,27.79,5.01,48.86
2014,1,29,10,816.17,783.67,28.75,5.56,45.57
2014,1,29,11,865.65,838.85,29.32,6.04,43.53
2014,1,29,12,852.7,820.17,29.51,6.4,42.43
2014,1,29,13,727.78,722.1,29.34,6.68,42.76
2014,1,29,14,607.47,590,28.77,7.05,44.37
2014,1,29,15,400.25,387.5,27.79,7.3,47.49
2014,1,29,16,172.4,166.48,26.43,7.12,52.44
2014,1,29,17,13.57,13.43,24.64,5.71,60.73
2014,1,29,18,0,0,23.67,4.95,66.67
2014,1,29,19,0,0,23.09,4.52,70.24
2014,1,29,20,0,0,22.58,4.15,73.08
2014,1,29,21,0,0,22.25,3.93,74.69
2014,1,29,22,0,0,21.92,3.77,75.87
2014,1,29,23,0,0,21.63,3.66,76.65
2014,1,30,0,0,0,21.37,3.65,77.14
2014,1,30,1,0,0,21.12,3.69,77.46
2014,1,30,2,0,0,20.86,3.76,78.02
2014,1,30,3,0,0,20.53,3.81,79.08
2014,1,30,4,0,0,20.28,3.79,80.06
2014,1,30,5,0,0,20.08,3.77,81.04
2014,1,30,6,37.95,35.35,21.45,3.76,75.8
2014,1,30,7,230.68,206.82,24.14,5.03,63.34
2014,1,30,8,455.6,409.55,25.76,5.42,56.92
2014,1,30,9,650.25,560.92,27.08,5.43,52.29
2014,1,30,10,786.65,720.4,28.17,5.59,48.9
2014,1,30,11,854.75,783.83,28.83,5.87,46.6
2014,1,30,12,841.17,791.03,29.12,6.22,45.32
2014,1,30,13,750.08,693.3,29.04,6.55,45.36
2014,1,30,14,590.28,553.2,28.57,6.91,46.72
2014,1,30,15,382.42,348.48,27.72,7.24,49.53
2014,1,30,16,159.62,151.68,26.44,7.2,54.67
2014,1,30,17,12.93,12.95,24.83,6.13,62.54
2014,1,30,18,0,0,23.97,5.46,67.88
2014,1,30,19,0,0,23.47,5.13,70.79
2014,1,30,20,0,0,23.03,4.8,73.24
2014,1,30,21,0,0,22.58,4.38,75.91
2014,1,30,22,0,0,22.15,4.04,78.55
2014,1,30,23,0,0,21.85,3.83,80.57
2014,1,31,0,0,0,21.6,3.63,82.26
2014,1,31,1,0,0,21.41,3.52,83.61
2014,1,31,2,0,0,21.22,3.43,84.68
2014,1,31,3,0,0,21.06,3.33,85.45
2014,1,31,4,0,0,20.93,3.31,85.99
2014,1,31,5,0,0,20.82,3.31,86.39
2014,1,31,6,37.33,36.75,22.04,3.6,80.67
2014,1,31,7,229.65,216.65,24.39,4.33,69.53
2014,1,31,8,454.7,424.48,26.25,4.57,62.7
2014,1,31,9,649.78,613.55,27.63,4.55,57.99
2014,1,31,10,789.5,740.55,28.76,4.72,53.86
2014,1,31,11,828.22,784.08,29.54,5.03,50.62
2014,1,31,12,820.55,769.88,29.91,5.44,48.63
2014,1,31,13,735.95,710.38,29.86,5.95,48.34
2014,1,31,14,583.3,554.8,29.39,6.52,49.6
2014,1,31,15,380.08,364.6,28.46,6.96,52.38
2014,1,31,16,160.52,156.73,27.04,7.15,57.47
2014,1,31,17,13.18,13.27,25.27,6.51,65.72
2014,1,31,18,0,0,24.24,5.87,72.32
2014,1,31,19,0,0,23.65,5.38,76.56
2014,1,31,20,0,0,23.13,5.03,79.94
2014,1,31,21,0,0,22.68,4.76,82.84
2014,1,31,22,0,0,22.29,4.52,85.25
2014,1,31,23,0,0,21.94,4.32,87.34
2014,2,1,0,0,0,21.76,4.22,88.42
2014,2,1,1,0,0,21.69,4.25,88.74
2014,2,1,2,0,0,21.75,4.18,88.5
2014,2,1,3,0,0,21.85,4.04,88.15
2014,2,1,4,0,0,21.81,3.86,88.53
2014,2,1,5,0,0,21.74,3.71,89.18
2014,2,1,6,36.62,28.48,22.88,4.11,83.71
2014,2,1,7,223.15,145.7,24.71,4.8,73.88
2014,2,1,8,442.75,334.33,26.21,4.79,66.66
2014,2,1,9,636.6,533.4,27.62,4.88,60.81
2014,2,1,10,773.65,683.03,28.68,5.17,56.84
2014,2,1,11,848.85,793.05,29.24,5.46,54.69
2014,2,1,12,839.1,792.25,29.62,5.64,52.79
2014,2,1,13,752.9,714.08,29.53,5.85,52.85
2014,2,1,14,600.05,563.12,29.1,6.07,54.38
2014,2,1,15,395.88,368.83,28.27,6.31,57.35
2014,2,1,16,171.93,160.45,26.99,6.48,62.49
2014,2,1,17,14.3,13.77,25.51,6.17,70.1
2014,2,1,18,0,0,24.6,5.69,76.08
2014,2,1,19,0,0,24.11,5.33,79.8
2014,2,1,20,0,0,23.75,5.05,82.37
2014,2,1,21,0,0,23.39,4.78,84.62
2014,2,1,22,0,0,23.11,4.61,86.09
2014,2,1,23,0,0,22.94,4.49,86.71
2014,2,2,0,0,0,22.86,4.37,86.79
2014,2,2,1,0,0,22.71,4.15,87.17
2014,2,2,2,0,0,22.47,3.89,88.06
2014,2,2,3,0,0,22.18,3.65,89.2
2014,2,2,4,0,0,21.95,3.48,90.06
2014,2,2,5,0,0,21.74,3.33,90.85
2014,2,2,6,37.65,34.95,22.69,3.87,85.93
2014,2,2,7,227.05,206.7,24.49,4.75,75.6
2014,2,2,8,448.15,411.8,26.04,5.12,67.28
2014,2,2,9,641.4,593.7,27.45,5.41,60.31
2014,2,2,10,778.62,730.17,28.58,5.68,54.95
2014,2,2,11,845.62,789.88,29.26,5.93,51.87
2014,2,2,12,834,784.62,29.52,6.15,50.03
2014,2,2,13,745.9,686.28,29.35,6.31,49.69
2014,2,2,14,590.1,557.4,28.83,6.46,50.77
2014,2,2,15,384.3,362.1,27.95,6.48,53.26
2014,2,2,16,163.18,154.88,26.66,6.25,58.06
2014,2,2,17,13.77,13.62,24.97,5.16,66.32
2014,2,2,18,0,0,23.93,4.41,73.21
2014,2,2,19,0,0,23.32,3.95,77.4
2014,2,2,20,0,0,22.77,3.69,80.52
2014,2,2,21,0,0,22.26,3.56,82.93
2014,2,2,22,0,0,21.79,3.45,84.87
2014,2,2,23,0,0,21.4,3.35,86.38
2014,2,3,0,0,0,21.05,3.25,87.7
2014,2,3,1,0,0,20.75,3.15,88.82
2014,2,3,2,0,0,20.48,3.04,90.07
2014,2,3,3,0,0,20.27,2.91,91.03
2014,2,3,4,0,0,20.11,2.79,91.83
2014,2,3,5,0,0,19.96,2.68,92.61
2014,2,3,6,36.88,34.15,21.2,2.63,86.68
2014,2,3,7,224.8,187.95,23.71,3.21,73.61
2014,2,3,8,449.92,400.25,25.72,3.61,63.09
2014,2,3,9,647.12,587.38,27.41,3.77,54.88
2014,2,3,10,786.83,734.42,28.81,3.93,48.89
2014,2,3,11,837.42,791.53,29.81,4.18,44.76
2014,2,3,12,826.6,805.28,30.3,4.46,42.65
2014,2,3,13,739.4,730.9,30.32,4.76,42.3
2014,2,3,14,586.67,565.72,29.89,5.12,43.66
2014,2,3,15,382.42,371.58,28.99,5.45,46.7
2014,2,3,16,163.15,161,27.57,5.56,52.42
2014,2,3,17,14.25,14.45,25.49,4.76,63.14
2014,2,3,18,0,0,24.32,4.6,71.32
2014,2,3,19,0,0,23.66,4.35,76.45
2014,2,3,20,0,0,23.06,4.03,80.32
2014,2,3,21,0,0,22.45,3.72,83.82
2014,2,3,22,0,0,21.91,3.54,86.85
2014,2,3,23,0,0,21.45,3.39,89.41
2014,2,4,0,0,0,21.08,3.25,91.47
2014,2,4,1,0,0,20.78,3.02,93.12
2014,2,4,2,0,0,20.59,2.7,93.99
2014,2,4,3,0,0,20.6,2.28,93.4
2014,2,4,4,0,0,20.68,1.77,92.12
2014,2,4,5,0,0,20.62,1.32,91.53
2014,2,4,6,38.08,37.58,21.27,1.27,87.95
2014,2,4,7,230.73,219.18,23.47,1.65,75.84
2014,2,4,8,460.77,439.45,25.56,1.96,63.9
2014,2,4,9,626.78,625.88,27.94,2.85,50.17
2014,2,4,10,804.3,785.9,29.65,3.46,42.3
2014,2,4,11,848.1,832.33,30.69,3.9,38.1
2014,2,4,12,839.53,827.5,31.16,4.29,36.41
2014,2,4,13,753.33,729.92,31.14,4.66,36.37
2014,2,4,14,598.2,582.55,30.61,4.99,37.82
2014,2,4,15,391.88,372.67,29.63,5.17,40.68
2014,2,4,16,168.62,163.88,28.09,5.16,46.38
2014,2,4,17,15,15,25.62,4.2,58.64
2014,2,4,18,0,0,24.27,4.02,67.49
2014,2,4,19,0,0,23.43,3.56,73.2
2014,2,4,20,0,0,22.71,3.17,77.18
2014,2,4,21,0,0,22.07,3,80.18
2014,2,4,22,0,0,21.59,2.9,82.36
2014,2,4,23,0,0,21.25,2.74,83.93
2014,2,5,0,0,0,21.09,2.5,84.64
2014,2,5,1,0,0,21.05,2.13,84.17
2014,2,5,2,0,0,21.16,1.58,82.78
2014,2,5,3,0,0,21.07,0.96,82.89
2014,2,5,4,0,0,20.62,0.51,85.27
2014,2,5,5,0,0,20.18,0.53,87.74
2014,2,5,6,37.22,36.45,20.81,0.81,84.99
2014,2,5,7,223.43,214.77,23.03,0.92,73.89
2014,2,5,8,451.33,437.4,25.11,1.17,63.21
2014,2,5,9,652.8,639.58,27.35,1.6,50.73
2014,2,5,10,801.22,800.83,29.35,2.33,40.76
2014,2,5,11,872.4,860.3,30.72,2.96,34.78
2014,2,5,12,867.17,850.5,31.4,3.42,31.82
2014,2,5,13,775.47,775.42,31.51,3.74,30.79
2014,2,5,14,630.88,617.65,31.2,4.13,31.03
2014,2,5,15,424.62,407.23,30.39,4.55,32.79
2014,2,5,16,193.35,186.55,28.9,4.87,37.38
2014,2,5,17,18,17.77,25.91,4.27,50.61
2014,2,5,18,0,0,24.51,4.67,59.98
2014,2,5,19,0,0,23.62,4.38,67.16
2014,2,5,20,0,0,22.88,3.88,72.67
2014,2,5,21,0,0,22.26,3.61,76.84
2014,2,5,22,0,0,21.78,3.52,80.14
2014,2,5,23,0,0,21.44,3.37,82.61
2014,2,6,0,0,0,21.29,3.05,83.72
2014,2,6,1,0,0,21.35,2.61,83.06
2014,2,6,2,0,0,21.43,2.09,82.26
2014,2,6,3,0,0,21.54,1.51,81.51
2014,2,6,4,0,0,21.37,0.88,82.26
2014,2,6,5,0,0,20.85,0.25,84.72
2014,2,6,6,43.97,43.05,21.46,0.43,82.11
2014,2,6,7,252.07,234.85,23.65,0.68,71.63
2014,2,6,8,487.35,461.33,26.19,0.72,56.39
2014,2,6,9,690.03,665.72,28.67,1.19,41.7
2014,2,6,10,832.15,808.5,30.32,2.06,34.56
2014,2,6,11,910.42,892.55,31.39,3.09,30.46
2014,2,6,12,901.2,890.85,31.87,4.08,28.6
2014,2,6,13,812.4,787.03,31.76,4.98,28.4
2014,2,6,14,653.12,636.2,31.12,5.64,29.55
2014,2,6,15,438.98,422.45,30.01,5.92,32.27
2014,2,6,16,199.07,194.02,28.33,5.74,37.77
2014,2,6,17,18.6,18.58,25.59,4.24,50.91
2014,2,6,18,0,0,24.02,3.72,61.49
2014,2,6,19,0,0,23.11,3.42,68.9
2014,2,6,20,0,0,22.4,3.31,74.54
2014,2,6,21,0,0,21.83,3.27,79.01
2014,2,6,22,0,0,21.37,3.14,82.43
2014,2,6,23,0,0,21.06,2.84,84.55
2014,2,7,0,0,0,21.07,2.31,84.65
2014,2,7,1,0,0,21.22,1.57,83.71
2014,2,7,2,0,0,21.18,0.74,83.44
2014,2,7,3,0,0,20.6,0.12,85.69
2014,2,7,4,0,0,20.02,0.57,87.78
2014,2,7,5,0,0,19.48,1.04,89.58
2014,2,7,6,39.62,38.67,20.47,1.45,83.48
2014,2,7,7,240.82,232.98,22.83,1.46,71.13
2014,2,7,8,474.73,460.92,25.69,0.77,55.37
2014,2,7,9,677.97,664.6,28.48,1.53,39.97
2014,2,7,10,816.17,815.42,30.15,2.3,33.69
2014,2,7,11,918.67,902.33,31.23,2.99,30.41
2014,2,7,12,911.78,889.35,31.79,3.67,28.81
2014,2,7,13,781.27,715.36,31.88,4.33,28.4
2014,2,7,14,666.9,646.75,31.48,4.9,29.07
2014,2,7,15,453.08,435.65,30.51,5.26,31.45
2014,2,7,16,210.62,201.7,28.9,5.29,36.6
2014,2,7,17,20.2,19.83,25.93,4.08,50.09
2014,2,7,18,0,0,24.38,3.91,60.56
2014,2,7,19,0,0,23.43,3.58,68.36
2014,2,7,20,0,0,22.68,3.37,74.05
2014,2,7,21,0,0,22.07,3.3,77.93
2014,2,7,22,0,0,21.57,3.23,80.51
2014,2,7,23,0,0,21.21,3.06,81.83
2014,2,8,0,0,0,21.02,2.76,81.91
2014,2,8,1,0,0,21.07,2.35,80.47
2014,2,8,2,0,0,20.99,1.99,80.4
2014,2,8,3,0,0,20.73,1.79,81.77
2014,2,8,4,0,0,20.45,1.76,83.5
2014,2,8,5,0,0,19.98,1.79,86.36
2014,2,8,6,46.35,44.22,21.06,1.9,82.78
2014,2,8,7,279.92,250.7,23.82,2.57,69.03
2014,2,8,8,521.35,489.88,26.43,3.11,55.1
2014,2,8,9,723.92,697.6,28.5,2.78,44.1
2014,2,8,10,666.88,665.62,30.09,2.35,36.83
2014,2,8,11,915.55,897.42,31.11,2.36,32.44
2014,2,8,12,907,882.22,31.73,2.71,30.02
2014,2,8,13,819.5,819.38,31.88,3.17,29.32
2014,2,8,14,658.33,639.17,31.58,3.72,29.87
2014,2,8,15,443.02,428.2,30.79,4.25,31.79
2014,2,8,16,201.9,194.85,29.31,4.65,36.49
2014,2,8,17,19.35,19,26.41,4.19,49.26
2014,2,8,18,0,0,25,4.62,59.12
2014,2,8,19,0,0,24.11,4.36,66.49
2014,2,8,20,0,0,23.43,4.01,71.28
2014,2,8,21,0,0,22.76,3.73,74.85
2014,2,8,22,0,0,22.2,3.6,77.52
2014,2,8,23,0,0,21.73,3.47,79.79
2014,2,9,0,0,0,21.44,3.13,81.09
2014,2,9,1,0,0,21.43,2.58,80.91
2014,2,9,2,0,0,21.38,1.9,80.76
2014,2,9,3,0,0,21.14,1.36,81.46
2014,2,9,4,0,0,20.65,1.19,83.67
2014,2,9,5,0,0,20.27,1.38,85.47
2014,2,9,6,47.45,45.97,21.35,1.93,80.95
2014,2,9,7,268.75,253.9,23.83,2.38,69.77
2014,2,9,8,508.2,481.05,26.22,2.42,57.65
2014,2,9,9,672.33,671.45,28.37,2.52,45.79
2014,2,9,10,854.65,835.1,30.08,2.74,38.04
2014,2,9,11,905.25,888.45,31.21,3.16,33.73
2014,2,9,12,897.3,883.97,31.76,3.74,31.66
2014,2,9,13,808.72,779.83,31.79,4.31,31.13
2014,2,9,14,650,628.75,31.35,4.82,31.83
2014,2,9,15,436.7,422.23,30.42,5.18,34.14
2014,2,9,16,198.73,191.95,28.89,5.38,39.22
2014,2,9,17,19.27,18.95,26.27,4.69,51.1
2014,2,9,18,0,0,24.8,4.76,60.79
2014,2,9,19,0,0,23.99,4.48,67.17
2014,2,9,20,0,0,23.27,4.12,71.64
2014,2,9,21,0,0,22.62,3.98,75.11
2014,2,9,22,0,0,22.1,3.99,77.92
2014,2,9,23,0,0,21.67,4,80.26
2014,2,10,0,0,0,21.32,3.95,81.89
2014,2,10,1,0,0,21.04,3.8,83.2
2014,2,10,2,0,0,20.88,3.54,84.13
2014,2,10,3,0,0,20.81,3.22,84.84
2014,2,10,4,0,0,20.68,2.93,86.02
2014,2,10,5,0,0,20.48,2.68,87.68
2014,2,10,6,44.88,43.67,21.85,2.58,82.26
2014,2,10,7,251.75,241,24.45,3.32,69.77
2014,2,10,8,486.6,465.92,26.54,3.41,59.51
2014,2,10,9,688.58,668.97,28.46,3.19,49.81
2014,2,10,10,785.72,783.47,30.05,3.07,42.66
2014,2,10,11,902.35,884.7,31.13,3.23,38.29
2014,2,10,12,892.95,869.95,31.7,3.65,36.1
2014,2,10,13,713.8,712.75,31.8,4.26,35.42
2014,2,10,14,646.08,628.95,31.38,4.89,36.08
2014,2,10,15,433.7,422.48,30.4,5.49,38.6
2014,2,10,16,197.02,190.2,28.75,6.17,44.52
2014,2,10,17,19.58,19.17,26.42,6.07,55.52
2014,2,10,18,0,0,24.96,5.83,64.92
2014,2,10,19,0,0,24.25,5.4,70.21
2014,2,10,20,0,0,23.72,5.14,73.27
2014,2,10,21,0,0,23.22,5.02,75.35
2014,2,10,22,0,0,22.8,4.8,76.88
2014,2,10,23,0,0,22.4,4.41,78.38
2014,2,11,0,0,0,22.05,4,79.84
2014,2,11,1,0,0,21.79,3.53,81.07
2014,2,11,2,0,0,21.59,3.14,82.29
2014,2,11,3,0,0,21.32,2.91,84.1
2014,2,11,4,0,0,21.09,2.8,85.78
2014,2,11,5,0,0,20.92,2.78,87.26
2014,2,11,6,46.12,45.17,22.37,2.93,81.45
2014,2,11,7,252.25,235.05,24.96,3.98,68.54
2014,2,11,8,484.6,453.3,26.92,4.58,59.64
2014,2,11,9,685.85,666.78,28.54,4.72,52.62
2014,2,11,10,829.65,806.9,29.83,4.63,47.17
2014,2,11,11,885.92,868.6,30.68,4.41,43.42
2014,2,11,12,881.03,875.22,31.15,4.27,41.31
2014,2,11,13,797.25,768.58,31.23,4.38,40.64
2014,2,11,14,643.92,623.47,30.8,4.72,41.62
2014,2,11,15,435.62,414.52,29.94,5.08,43.9
2014,2,11,16,202,195.45,28.58,5.4,48.27
2014,2,11,17,20.65,20.55,26.6,5.36,56.46
2014,2,11,18,0,0,25.23,5.35,63.8
2014,2,11,19,0,0,24.52,5.05,68.37
2014,2,11,20,0,0,24.08,4.79,71.24
2014,2,11,21,0,0,23.66,4.54,73.56
2014,2,11,22,0,0,23.23,4.38,75.75
2014,2,11,23,0,0,22.87,4.3,77.62
2014,2,12,0,0,0,22.44,3.96,79.85
2014,2,12,1,0,0,22.11,3.72,81.49
2014,2,12,2,0,0,21.87,3.43,82.67
2014,2,12,3,0,0,21.75,3.15,83.17
2014,2,12,4,0,0,21.76,2.86,83.1
2014,2,12,5,0,0,21.8,2.56,82.9
2014,2,12,6,47.72,45.62,22.99,2.41,77.93
2014,2,12,7,256.33,230.55,25.26,3.45,66.45
2014,2,12,8,489.3,462.3,26.98,3.74,58.87
2014,2,12,9,690.95,665.08,28.55,3.65,52.45
2014,2,12,10,793.62,786.67,29.86,3.59,46.74
2014,2,12,11,903.47,887.88,30.84,3.62,42.21
2014,2,12,12,896.15,874.12,31.43,3.79,39.28
2014,2,12,13,760.85,759.95,31.57,4.12,37.94
2014,2,12,14,652.38,634.75,31.24,4.65,38.18
2014,2,12,15,440.42,428.9,30.41,5.18,40.41
2014,2,12,16,203.2,198.4,29.06,5.64,44.81
2014,2,12,17,20.88,20.45,27.05,5.58,53.26
2014,2,12,18,0,0,25.72,5.52,60.79
2014,2,12,19,0,0,25.05,5.14,65.16
2014,2,12,20,0,0,24.61,4.91,67.69
2014,2,12,21,0,0,24.16,4.72,69.91
